,emailed,unemailed
57641dcb-dec0-47da-bc32-002d0a2a0279,[],"[612, 627, 475, 500, 235]"
57696709-3c5c-49c7-a47d-00690a2a8f75,[],"[173, 493, 619, 233, 122]"
576ab67c-db54-46ee-92b6-00350a2a0279,[],"[199, 430, 77, 141, 644]"
576ab6c3-0160-4268-b0a8-00690a2a8f75,[],"[730, 865, 164, 471, 238]"
576bd0c3-2170-4395-8bf6-00520a2a8f75,[],"[53, 388, 627, 888, 231]"
576c01c3-a17c-4cc2-b30a-00520a2a8f75,[],"[237, 239, 329, 842, 837]"
576d3c6b-5a64-4dfc-a708-00690a2a8f75,[],"[209, 875, 604, 755, 559]"
576f50e8-dc74-4ef0-8316-002d0a2aceff,[],"[165, 641, 690, 97, 459]"
57713665-0bdc-4d38-8feb-002d0a2a0137,[],"[769, 639, 525, 31, 389]"
577197ed-10b4-4bcd-bdfc-003a0a2aceff,[],"[32, 631, 89, 270, 632]"
57741615-617c-4937-89bb-002c0a2a0137,[],"[700, 303, 361, 132, 280]"
5774dbfb-150c-4c7b-a3e5-002c0a2aceff,[],"[262, 773, 118, 359, 541]"
5775460b-37a4-49a8-aa42-002c0a2a0137,[],"[348, 2, 3, 4, 5]"
577565f4-6a30-44d7-918e-002c0a2a0137,[],"[579, 460, 434, 4, 521]"
5776364d-59d8-4445-a063-002c0a2a0137,[],"[122, 63, 263, 268, 161]"
57767a97-007c-4aa6-b83b-002c0a2aceff,[],"[341, 761, 89, 263, 398]"
577971f3-a9d4-4b11-890c-00310a2a0137,[],"[2, 3, 4, 5, 6]"
577a5d04-b224-44a4-90c2-00bf0a2aceff,[],"[339, 520, 763, 29, 526]"
577cdf4d-6d58-4670-a50a-00bf0a2aceff,[],"[792, 795, 802, 791, 285]"
577cf643-6b80-42a8-9e7c-00be0a2aceff,[],"[281, 793, 803, 431, 740]"
577d066c-d6c0-4180-b632-00ec0a2aceff,[],"[237, 672, 130, 412, 605]"
577d69ab-b5b8-47ec-a593-00310a2a0137,[],"[574, 738, 248, 137, 807]"
577e922f-2078-4207-9fd1-00bc0a2a0137,[],"[424, 365, 717, 428, 360]"
577f0dab-8f88-4ff1-a1a1-00bc0a2a0137,[],"[574, 738, 248, 137, 807]"
577f7d9e-5ca4-425f-859a-00ec0a2aceff,[],"[574, 738, 248, 137, 807]"
577fa336-76e0-45ff-b5f7-00bf0a2aceff,[],"[574, 738, 248, 137, 807]"
578095cd-123c-491c-a1dd-00bf0a2aceff,[],"[75, 396, 857, 418, 808]"
57829aca-c700-4837-b342-00310a2a0137,[],"[574, 738, 248, 137, 807]"
578359d0-91ac-4983-96f5-00bb0a2a0137,[],"[386, 8, 779, 649, 810]"
5783bc7b-d994-4990-bf7a-00bc0a2a0137,[],"[828, 351, 417, 93, 348]"
5783dd99-9fdc-487a-b901-01360a2a0137,[],"[75, 553, 675, 546, 739]"
5783e1b4-2a80-4213-8d18-016e0a2aceff,[],"[237, 672, 130, 412, 605]"
5784b683-a710-43cd-a066-01740a2aceff,[],"[776, 534, 56, 336, 518]"
5785c3aa-71c4-45f6-8c12-013d0a2a0137,[],"[134, 770, 771, 239, 87]"
5786174d-1f44-4860-bfb2-01460a2a0137,[],"[401, 17, 203, 828, 518]"
578658e3-5498-4c75-937d-01580a2a0137,[],"[887, 644, 548, 888, 429]"
578689d3-08e0-4075-95d2-01580a2a0137,[],"[367, 701, 810, 53, 836]"
5786cac8-1164-44bc-95d3-01920a2aceff,[],"[269, 776, 784, 205, 778]"
5787882f-074c-4abb-8ccb-01580a2a0137,[],"[534, 439, 494, 849, 819]"
5787e499-4344-4b90-8dac-01920a2aceff,[],"[637, 118, 418, 599, 758]"
57880d84-1fc8-4272-8389-01590a2a0137,[],"[722, 75, 704, 852, 148]"
5788e481-1de8-44b6-99b1-017b0a2a0137,[],"[484, 458, 437, 225, 40]"
578c9080-b44c-48b9-adf1-002c0a2a6d31,[],"[565, 596, 729, 514, 574]"
578ca6e4-a918-46cc-ac39-002d0a2a6d31,[],"[132, 576, 833, 139, 418]"
578cc1c1-bcf4-4a44-9e1e-002d0a2ae60c,[],"[565, 596, 729, 514, 574]"
578cc50a-01b4-4975-bcef-002d0a2a6d31,[],"[509, 304, 88, 117, 461]"
578d1b9b-12b8-47f9-81a9-002c0a2a14b5,[],"[308, 328, 69, 276, 199]"
578d3af4-83d4-4369-a391-002d0a2a14b5,[],"[401, 17, 203, 828, 518]"
578e24dd-6300-4823-823b-002d0a2a14b5,[],"[722, 611, 108, 237, 729]"
578e685d-181c-40a9-aac4-00320a2a6d31,[],"[281, 793, 803, 431, 740]"
578eb3fd-67f8-4804-bab1-002d0a2a14b5,[],"[808, 705, 303, 413, 330]"
578f40ff-a794-4e98-bb71-002d0a2a6d31,[],"[186, 75, 707, 74, 233]"
57908c8c-5170-4cf3-9f19-002d0a2ab38f,[],"[852, 211, 233, 704, 75]"
57936df4-6040-49cb-b1a0-002d0a2ab38f,[],"[259, 644, 651, 432, 766]"
5796b46c-5d44-49b2-bce3-002d0a2ab38f,[],"[477, 100, 19, 101, 509]"
5796c727-cb94-4051-8332-002d0a2ab38f,[],"[582, 329, 517, 152, 86]"
57977044-2b18-4126-bb57-002f0a2aa404,[],"[271, 348, 2, 3, 4]"
579782d4-f0b4-4117-8637-002d0a2aa404,[],"[396, 626, 220, 856, 603]"
57978f6a-8864-4e5c-8e0e-002d0a2aa404,[],"[359, 361, 835, 839, 700]"
57985ac0-af9c-4cf5-a751-002f0a2aa404,[],"[351, 783, 253, 230, 387]"
579865e2-9c54-4f62-a785-002d0a2ab38f,[],"[828, 93, 706, 853, 665]"
579868fa-d264-4958-af71-007d0a2aa404,[],"[873, 592, 152, 7, 54]"
57997e4c-780c-43f2-803a-007d0a2aa404,[],"[183, 654, 268, 435, 581]"
579a221e-76f8-408b-b7f3-00860a2aa404,[],"[776, 534, 56, 336, 518]"
579a5a22-c1ec-4e53-8795-007d0a2aa404,[],"[452, 698, 271, 45, 54]"
579ae66d-e760-44ca-bd8d-002d0a2ab38f,[],"[54, 828, 398, 371, 123]"
579b0924-c6e0-44ff-bac7-007d0a2aa404,[],"[400, 574, 873, 807, 856]"
579b2919-d868-484d-81f6-002d0a2ab38f,[],"[610, 349, 115, 181, 817]"
579b32d7-d3c8-4887-a1ee-00860a2aa404,[],"[610, 349, 115, 181, 817]"
579b3749-0388-4b83-895e-002d0a2ab38f,[],"[610, 349, 115, 181, 817]"
579b91d1-a950-42fd-a7a1-007d0a2aa404,[],"[546, 58, 100, 455, 159]"
579ccd5b-c220-406d-9bff-007d0a2aa404,[],"[341, 741, 195, 416, 883]"
579f0640-9f28-4bcf-91ac-002d0a2ab38f,[],"[610, 349, 115, 181, 817]"
579f683e-cd28-4775-8139-00840a2aa404,[],"[610, 349, 115, 181, 817]"
57a060da-7e88-4a43-9922-00840a2aa404,[],"[565, 596, 729, 514, 574]"
57a0c5a6-0738-422c-ac93-01290a2ab38f,[],"[700, 72, 748, 134, 136]"
57a0d6e9-14dc-4e55-aacf-007d0a2aa404,[],"[187, 196, 351, 400, 828]"
57a21151-e64c-4f17-a66c-00ef0a2aa404,[],"[203, 474, 243, 161, 363]"
57a2e398-dba4-4bbc-80ba-00f10a2aa404,[],"[93, 746, 751, 113, 829]"
57a325ac-0fcc-4219-a976-00860a2aa404,[],"[359, 361, 835, 839, 700]"
57a34f14-844c-46d3-b43e-00860a2aa404,[],"[359, 361, 835, 839, 700]"
57a47fba-27e0-46ba-ae8e-00f10a2aa404,[],"[186, 75, 707, 74, 233]"
57aaddcc-fe50-4954-83cf-00ef0a2aa404,[],"[328, 344, 137, 15, 271]"
57ac6bc5-9628-4dd5-9968-01640a2ab38f,[],"[546, 24, 100, 481, 19]"
57ac932c-a6ac-43fb-b2ff-01380a2ab38f,[],"[82, 360, 571, 731, 551]"
57acb2c8-d3fc-4bf0-b640-00ef0a2aa404,[],"[46, 2, 3, 4, 5]"
57acb4fa-11d8-4e77-91ce-00ef0a2aa404,[],"[328, 344, 137, 15, 271]"
57ad8e98-5194-48a9-b8c9-01640a2ab38f,[],"[229, 94, 410, 392, 283]"
57adeb7d-56a4-424a-87c3-01380a2ab38f,[],"[574, 738, 248, 137, 807]"
57b17397-64f4-4c36-81be-01380a2ab38f,[],"[2, 3, 4, 5, 6]"
57b1b687-991c-4e91-8951-00ef0a2aa404,[],"[359, 361, 835, 839, 700]"
57b1e0bf-5aa8-4132-8510-01f60a2ab38f,[],"[262, 773, 118, 359, 541]"
57b32342-7168-420d-b871-01f60a2ab38f,[],"[766, 116, 458, 533, 163]"
57b39eae-d75c-429a-a5c4-01aa0a2aa404,[],"[788, 454, 502, 163, 103]"
57b3d1ce-7554-4f6e-883f-02140a2ab38f,[],"[700, 72, 748, 134, 136]"
57b467cd-b1bc-475b-ab9e-01aa0a2aa404,[],"[442, 82, 749, 320, 827]"
57b52b64-6000-41e0-bca2-02150a2ab38f,[],"[399, 644, 184, 646, 851]"
57b56bd5-c218-4ce3-a208-02140a2ab38f,[],"[208, 250, 554, 308, 178]"
57b5e158-4ae0-4cfa-be2c-02140a2ab38f,[],"[170, 729, 214, 2, 3]"
57b64aa7-05ec-4cd6-a369-01ab0a2aa404,[],"[209, 516, 558, 604, 118]"
57b6e28f-84b4-4293-b6a2-01aa0a2aa404,[],"[719, 468, 651, 160, 142]"
57b7040f-cfb8-45d2-a983-01ab0a2aa404,[],"[271, 741, 685, 2, 3]"
57b74e70-f5fc-4b12-9305-02670a2ab38f,[],"[792, 795, 802, 791, 285]"
57bb086c-dafc-4949-8b1a-020f0a2aa404,[],"[139, 86, 677, 36, 513]"
57bb15de-cd98-4fc6-bf46-01f60a2aa404,[],"[274, 203, 23, 763, 765]"
57bb1789-6ec8-4703-8b0a-02670a2ab38f,[],"[159, 268, 437, 150, 48]"
57bc18d4-c81c-4512-bec2-02670a2ab38f,[],"[610, 349, 115, 181, 817]"
57bc71ef-02f0-405b-9e07-02200a2aa404,[],"[800, 689, 364, 377, 490]"
57bc98ad-a7c0-46a0-a263-02660a2ab38f,[],"[873, 592, 152, 7, 54]"
57bd4c46-6844-48a8-86ab-028c0a2ab38f,[],"[804, 589, 330, 515, 327]"
57bd65b8-1f1c-4ddd-937b-02100a2aa404,[],"[797, 795, 798, 808, 722]"
57bd8f58-2668-4f8e-8923-028c0a2ab38f,[],"[603, 22, 45, 190, 209]"
57bdbf33-9da8-410d-94e1-02410a2aa404,[],"[308, 328, 69, 276, 199]"
57be1a56-b1a0-40d8-a83d-028c0a2ab38f,[238],"[730, 865, 164, 471]"
57bf0395-56cc-4d2f-8eb5-02450a2aa404,[],"[315, 731, 334, 168, 400]"
57bf1ca9-c0c4-45f8-a8cd-026a0a2aa404,[],"[362, 396, 792, 795, 802]"
57c09288-cec4-4a44-992f-02c70a2ab38f,[],"[78, 161, 425, 192, 77]"
57c23b17-ea58-4fec-ba3c-02b10a2ab38f,[],"[666, 353, 218, 489, 2]"
57c33c98-ae00-4f72-bc2e-02c70a2ab38f,[],"[859, 680, 402, 724, 518]"
57c46160-7e00-470a-a9a2-02430a2aa404,[],"[888, 509, 539, 497, 831]"
57c6edfb-c91c-4135-936a-002c0a2a1cf8,[],"[701, 810, 781, 836, 812]"
57c6ffec-109c-440a-8f48-002c0a2a9eb3,[],"[164, 339, 520, 580, 238]"
57c82dd6-32dc-434d-8386-00340a2a1cf8,[],"[278, 889, 523, 2, 3]"
57c8368b-09bc-4343-898d-00340a2a1cf8,[],"[116, 628, 48, 544, 766]"
57c84f17-ce80-4f64-8150-002e0a2a8d11,[],"[484, 762, 34, 402, 703]"
57c90519-c170-443d-97af-002e0a2a8d11,[],"[147, 528, 29, 121, 554]"
57c90521-007c-42dc-86bb-005d0a2a9eb3,[],"[147, 528, 29, 121, 554]"
57cd8024-831c-4620-abe7-003e0a2a8d11,[],"[442, 82, 749, 320, 827]"
57ce72d1-8de4-4aa1-a4fb-003e0a2a8d11,[],"[82, 360, 571, 731, 551]"
57ced248-21c8-4a02-88b4-00660a2a9eb3,[],"[866, 286, 502, 526, 869]"
57cf1aaf-5e9c-4ea0-ae8e-00320a2a135f,[],"[574, 738, 248, 137, 807]"
57cf4baa-a0b4-4222-809e-00300a2a7972,[],"[351, 759, 792, 795, 802]"
57d1291f-be4c-4b67-b84e-00300a2a7972,[],"[537, 719, 100, 619, 286]"
57d18b1d-31f0-442e-a61a-00550a2a7972,[],"[859, 173, 20, 122, 44]"
57d19525-671c-4a43-8215-00550a2a7972,[],"[815, 832, 74, 161, 193]"
57d245a0-f9bc-48a9-adf2-00320a2a135f,[],"[700, 72, 748, 134, 136]"
57d27654-5d2c-4e16-83f1-00510a2a135f,[],"[229, 2, 3, 4, 5]"
57d27eb0-d778-4b43-946e-00510a2a135f,[],"[262, 773, 118, 359, 541]"
57d375be-392c-451f-af83-00300a2a7972,[],"[628, 266, 458, 48, 581]"
57d656a0-c720-4bce-8965-00300a2a7972,[],"[688, 740, 146, 513, 589]"
57d6b7ff-31cc-4b31-8acf-00300a2a7972,[],"[423, 579, 122, 101, 521]"
57d97d4a-23b8-4148-a0a5-004a0a2ae3a6,[],"[554, 254, 707, 38, 283]"
57da61af-13c4-449d-b20c-002d0a2a9952,[],"[800, 689, 364, 377, 490]"
57daa7ca-8c3c-4bed-9359-00610a2a9952,[],"[2, 3, 4, 5, 6]"
57dbf8a2-fd40-401c-9ee7-00680a2ae3a6,[],"[811, 814, 355, 877, 335]"
57dc33c1-c954-4a09-9d40-00610a2a9952,[],"[401, 826, 272, 278, 889]"
57dc3797-25c4-486c-bb18-005a0a2a9952,[],"[401, 826, 272, 278, 889]"
57dd07b2-2064-46a5-b330-00670a2ae3a6,[],"[2, 3, 4, 5, 6]"
57dd21fc-9d98-40ef-8007-00610a2a9952,[],"[74, 186, 562, 852, 687]"
57dfeed0-bd1c-4e0c-af2c-002c0a2af321,[],"[2, 3, 4, 5, 6]"
57e0e973-7e44-43b8-822c-002d0a2abcf8,[316],"[684, 113, 852, 188]"
57e135e1-4334-4b1e-b153-002c0a2a1238,[178],"[496, 279, 82, 36]"
57e13e03-17cc-4be2-b9ec-002d0a2a1238,[],"[74, 186, 562, 852, 687]"
57e213aa-5500-42eb-99c6-002d0a2a1238,[],"[9, 529, 779, 262, 811]"
57e37ced-9e74-4fb8-8a56-00520a2abcf8,[],"[888, 509, 831, 631, 632]"
57e3d27f-c028-498f-a41b-00530a2a1238,"[157, 286, 502]","[526, 550]"
57e3d9d8-2d34-4a28-93b0-00920a2a1238,[],"[776, 534, 56, 518, 387]"
57e4d0bc-8ecc-43a7-a869-00500a2abcf8,[],"[634, 866, 756, 30, 82]"
57e4d9c9-e0fc-4767-8ddf-00450a2a1238,[],"[688, 740, 146, 513, 589]"
57e4da08-5b3c-4880-a385-00500a2abcf8,[],"[688, 740, 146, 513, 589]"
57e4da42-2494-44f4-a781-00920a2a1238,[],"[688, 740, 146, 513, 589]"
57e5254e-80c8-479b-979f-00530a2a1238,[],"[837, 846, 848, 519, 551]"
57e585a4-8f94-4840-9f72-00530a2a1238,[],"[828, 93, 706, 853, 665]"
57e90041-26b8-47dd-85c9-00520a2abcf8,[615],"[204, 59, 171, 24]"
57e92828-5470-476b-b1aa-00500a2abcf8,[],"[635, 506, 634, 492, 328]"
57e93e49-60b4-4a1a-a54f-002d0a2abcf8,"[69, 71]","[746, 13, 314]"
57ea348a-20b4-4c5d-ad3e-00500a2abcf8,[],"[359, 361, 835, 839, 700]"
57ea745a-0f0c-4b67-a251-002d0a2abcf8,[],"[568, 625, 848, 267, 680]"
57ea95e3-5d44-4330-81df-00500a2abcf8,[504],"[783, 807, 365, 781]"
57eaf7e4-2740-46d0-be25-00500a2abcf8,[],"[221, 783, 597, 173, 131]"
57ebe981-76d0-41ce-819b-015d0a2a1238,[],"[401, 826, 272, 278, 433]"
57ebeacd-d9f0-4321-9277-015c0a2a1238,[],"[564, 106, 134, 812, 702]"
57ebeb1c-8db4-40ad-8cd0-00520a2abcf8,[],"[134, 770, 771, 239, 87]"
57ec080b-9458-4a79-be44-01770a2abcf8,"[414, 546]","[545, 66, 284]"
57ec626a-41f0-42f6-925f-00520a2abcf8,[],"[489, 603, 569, 215, 599]"
57ec991d-eb2c-4df0-8b82-015c0a2a1238,[],"[9, 529, 779, 262, 811]"
57eca6f4-e6e4-4ef6-8139-01750a2abcf8,[396],"[658, 688, 813, 773]"
57eccc59-2720-4697-a41f-00920a2a1238,[],"[610, 349, 115, 181, 817]"
57ecefb6-473c-4e01-afa7-00920a2a1238,[],"[353, 71, 205, 417, 218]"
57ed008d-e1f4-4531-9c5e-01770a2abcf8,[],"[796, 650, 519, 558, 604]"
57ed099e-0458-44fc-ba7d-00920a2a1238,"[439, 494, 534]","[819, 728]"
57ed296e-50d4-46d0-97c4-015d0a2a1238,[],"[134, 770, 771, 239, 87]"
57ed47b7-9ffc-4ceb-9512-00920a2a1238,[],"[196, 187, 603, 755, 514]"
57edec76-1c0c-4876-ade9-01770a2abcf8,[],"[396, 658, 688, 813, 773]"
57ee280d-f348-46e0-bad4-00520a2abcf8,"[77, 78]","[161, 192, 762]"
57ee6deb-9478-45c4-a382-00520a2abcf8,[],"[2, 3, 4, 5, 6]"
57eef224-3b38-49a0-ba2d-020c0a2abcf8,[],"[116, 442, 48, 338, 628]"
57f163a2-3c3c-48a9-82cc-01fe0a2a1238,[492],"[331, 527, 719, 82]"
57f26fa0-ea94-44f1-94f5-020c0a2abcf8,"[86, 532, 576]","[139, 12]"
57f2726d-8300-4871-8b13-020d0a2abcf8,[],"[634, 539, 167, 206, 338]"
57f27301-ad34-42a1-999a-020c0a2abcf8,[],"[141, 649, 371, 860, 399]"
57f2b1ef-eacc-4818-b78a-021b0a2a1238,[],"[559, 814, 589, 377, 557]"
57f2b397-f6b0-456e-9156-02280a2abcf8,[],"[533, 2, 3, 4, 5]"
57f2ecd0-c758-477e-81fd-020d0a2abcf8,[],"[177, 514, 850, 864, 115]"
57f349bf-9740-4f13-a7c5-02280a2abcf8,[123],"[639, 713, 427, 374]"
57f3fe25-34f4-452c-a002-02280a2abcf8,[271],"[741, 685, 2, 3]"
57f40b30-12e8-427c-a8ec-021b0a2a1238,[],"[647, 12, 62, 212, 527]"
57f4cf63-0c5c-4869-87a4-020d0a2abcf8,[],"[201, 246, 281, 439, 131]"
57f5875e-26a8-44e8-8dbd-02810a2a1238,[367],"[810, 682, 812, 227]"
57f5f0bc-d630-4fb6-91c8-020d0a2abcf8,[],"[739, 445, 386, 542, 580]"
57f751d6-2eec-4d5e-a04d-02e40a2abcf8,[],"[776, 534, 56, 336, 518]"
57f75d68-e0cc-498d-85ef-02e20a2abcf8,[],"[533, 373, 163, 587, 462]"
57f79f51-01b8-4559-9e35-02e20a2abcf8,[83],"[461, 101, 88, 100]"
57f7a0bf-d068-4ca6-bb07-02e60a2a1238,[],"[674, 281, 777, 2, 3]"
57f7c163-4638-4e8b-bc44-02e60a2a1238,[],"[700, 72, 748, 134, 136]"
57f7d976-1c44-4d0f-a5ae-02e40a2abcf8,[],"[768, 536, 448, 676, 451]"
57f7de8c-20d8-42b4-9185-02e60a2a1238,[],"[157, 286, 502, 526, 550]"
57f7e69d-eb9c-4c44-acd8-02e30a2abcf8,[533],"[757, 117, 200, 454]"
57fa3a0b-a9e8-4afd-8870-03420a2abcf8,[],"[278, 889, 523, 2, 3]"
57fba5b0-977c-460f-b972-03600a2abcf8,[],"[132, 740, 541, 720, 126]"
57fd47c6-c724-42e3-9988-03520a2a1238,[543],"[569, 599, 547, 603]"
57fe1f84-ef00-4b5f-8789-02e40a2abcf8,[],"[197, 461, 474, 661, 446]"
57fe3fb4-54e0-42ea-9669-02ed0a2a1238,[],"[396, 626, 220, 856, 603]"
57fe40bc-38fc-491e-90ab-03600a2abcf8,[],"[396, 626, 220, 856, 603]"
57fe55ad-ec14-4474-9197-03600a2abcf8,[],"[533, 757, 117, 76, 477]"
57ff91c7-886c-42b8-a10f-03520a2a1238,[],"[400, 642, 94, 392, 109]"
580044d9-7f28-47fd-8980-03510a2a1238,[],"[464, 552, 579, 263, 766]"
58007479-7df0-4862-a744-03b90a2a1238,[],"[565, 596, 729, 514, 574]"
5800aca3-12dc-4c48-8ba1-03520a2a1238,"[401, 400]","[836, 838, 228]"
5800b7d9-a650-44c2-b146-03520a2a1238,[370],"[716, 507, 184, 2]"
580278e6-01e0-4067-b2b0-03600a2abcf8,"[400, 642]","[94, 392, 109]"
580386c5-c398-4a2a-8d9c-03510a2a1238,[],"[98, 790, 121, 337, 619]"
5803d3e5-547c-41bf-a832-03420a2abcf8,[618],"[386, 59, 469, 471]"
58048b4d-025c-4464-869f-03420a2abcf8,[359],"[361, 835, 839, 700]"
580499dd-98fc-4f26-9d25-03510a2a1238,[72],"[700, 748, 134, 136]"
5804d962-de5c-47d2-afa1-03520a2a1238,[],"[362, 351, 9, 759, 792]"
5805559b-76ec-4117-82c1-03420a2abcf8,[],"[269, 346, 205, 287, 13]"
5805ddc9-abcc-4050-9121-03600a2abcf8,[],"[790, 98, 383, 337, 159]"
58065b95-6844-41c1-8578-002d0a2acf97,[],"[134, 770, 771, 239, 87]"
5806e28e-11b8-4beb-bcf8-002d0a2acf97,[271],"[741, 685, 2, 3]"
580772cf-f614-4035-8cf0-002d0a2a6d99,[],"[713, 731, 787, 549, 166]"
58077c01-d698-48b8-97c3-002d0a2a6d99,[],"[396, 626, 220, 856, 603]"
58079952-081c-4f3b-a540-00410a2a6d99,[],"[652, 234, 341, 424, 226]"
5807c6dc-e72c-4c1a-971a-002d0a2a6d99,[315],"[731, 841, 762, 2]"
5808bd66-3cac-4247-8ed9-00410a2afefd,[],"[116, 174, 820, 165, 544]"
5808e832-9dac-4803-85a3-002d0a2a6d99,"[665, 512, 518]","[660, 2]"
5809136c-c850-48b3-b987-002d0a2afefd,[],"[2, 3, 4, 5, 6]"
580a20c0-b468-4ca7-b115-00400a2a6d99,[],"[396, 626, 220, 856, 603]"
580a5d17-9b60-4263-a8f5-00410a2a6d99,[],"[887, 644, 548, 888, 429]"
580a6861-7474-45ba-89b9-002d0a2afefd,"[319, 123]","[68, 427, 374]"
580d6126-c048-4449-b263-00410a2a6d99,[370],"[716, 507, 184, 2]"
580d8df2-ea2c-4a5e-8457-002d0a2a6d99,[],"[357, 507, 369, 230, 607]"
580d9fe1-496c-4133-8e52-00410a2afefd,[],"[716, 507, 370, 184, 2]"
580db532-f1bc-4c00-9c98-00410a2a6d99,[],"[78, 482, 576, 46, 56]"
580f324f-a614-4743-81e6-00e70a2afefd,[],"[714, 359, 279, 355, 278]"
580f3685-62c8-4ff8-a549-00420a2afefd,[],"[281, 287, 876, 44, 189]"
581127f1-87cc-44f9-9900-00420a2afefd,[331],"[860, 399, 271, 17]"
5811db97-8b98-4f6c-ac61-00e70a2afefd,[],"[808, 86, 390, 330, 377]"
58132bd9-7ecc-4c25-8529-002d0a2aed5e,[],"[866, 286, 502, 526, 869]"
5813393e-c55c-4034-8bfe-00410a2aed5e,[],"[544, 823, 103, 528, 552]"
58138ddd-920c-47bc-b7ef-002c0a2ae5ef,[],"[141, 268, 739, 368, 243]"
58170834-7fcc-43a0-8a9c-002d0a2aed5e,[],"[351, 759, 792, 795, 802]"
5817194e-79ec-427e-8834-002d0a2ae5ef,[],"[776, 534, 56, 336, 518]"
58172cd8-72ec-4a55-b63c-00640a2aed5e,[],"[185, 399, 646, 271, 78]"
5817321f-0710-4ea3-bfea-00730a2ae5ef,"[185, 646, 78]","[399, 271]"
581737b0-32cc-45e6-be83-00730a2ae5ef,[],"[185, 399, 646, 271, 78]"
5817acf0-ddc4-4347-88eb-002d0a2aed5e,[],"[399, 18, 271, 184, 644]"
58186daf-72b0-4b6a-b30f-00640a2aed5e,[],"[298, 853, 123, 2, 3]"
58188a3f-01ec-4fa8-b927-002c0a2ae5ef,[],"[298, 853, 123, 2, 3]"
5818acad-5d98-46c4-9479-002d0a2aed5e,[],"[185, 399, 646, 271, 78]"
5818cd42-73a0-467d-89e9-002d0a2aed5e,[],"[396, 626, 220, 856, 603]"
5819b222-f5a8-4f2d-a3ab-002d0a2ae5ef,"[331, 328]","[308, 269, 137]"
5819c698-6db4-45db-afe4-00410a2aed5e,[],"[593, 603, 659, 429, 880]"
581a3dbe-c054-4a27-be3c-00730a2ae5ef,[],"[873, 220, 394, 815, 139]"
581b40fb-d1c8-4865-9e51-002c0a2ae5ef,[],"[19, 544, 823, 157, 831]"
581b5641-b1e8-4412-a986-002c0a2a6842,[603],"[758, 567, 543, 569]"
581c5417-1ef8-49f6-91e2-00410a2aed5e,[],"[461, 101, 88, 83, 100]"
581fb9a5-9d48-4a2d-bb1a-003a0a2a6842,"[421, 67]","[785, 779, 861]"
58204100-bc14-45ce-acde-003a0a2a6842,[],"[221, 597, 855, 120, 436]"
5820fe43-ec18-4f15-af3b-00370a2a2cc3,[],"[116, 628, 48, 544, 766]"
582192ea-9e80-491b-b5f0-00370a2a2cc3,"[365, 709]","[382, 828, 230]"
5821dbec-bdf0-41ab-aa87-00ed0a2a6842,[],"[223, 413, 499, 611, 504]"
5821ff90-bb5c-4e89-b340-00ed0a2a6842,"[546, 545]","[229, 231, 723]"
58246bd1-5a44-4567-9247-00570a2a090a,[657],"[810, 526, 812, 57]"
58248dbf-69a0-438c-9e3b-002c0a2adcc4,[],"[776, 534, 56, 336, 518]"
58249192-7d94-48cd-8757-002c0a2a090a,[],"[285, 386, 551, 573, 28]"
5824d353-239c-4318-8827-00570a2a090a,"[673, 662]","[56, 864, 2]"
58253dce-61f0-48f6-a382-007d0a2a090a,[],"[399, 18, 271, 184, 644]"
5825e728-5b58-47a4-98a8-002c0a2ae944,[],"[116, 32, 153, 886, 41]"
5825f911-d180-4052-b59a-002c0a2a81a1,[],"[50, 226, 443, 210, 674]"
5825f96c-b134-4324-a315-002d0a2a81a1,[],"[205, 496, 237, 673, 44]"
58299cd1-ba30-4e4d-81b6-002d0a2a81a1,[],"[157, 99, 866, 719, 630]"
5829a4b7-a2c4-459f-95e7-00550a2ae944,[],"[116, 628, 48, 544, 766]"
5829b833-11c4-4e4d-b800-002c0a2a81a1,[],"[873, 592, 152, 7, 54]"
5829d657-1f60-4685-b5d6-002d0a2a81a1,[],"[843, 695, 781, 444, 586]"
582ac7b6-4940-4b88-bd4d-002c0a2a81a1,"[319, 123]","[68, 427, 374]"
582aea26-9078-4a4c-b56b-002d0a2a81a1,[],"[319, 123, 68, 427, 374]"
582c3a63-9398-48b7-bff4-00b10a2a81a1,[],"[191, 367, 168, 2, 3]"
582c7196-8b40-415d-863e-00550a2ae944,"[546, 723]","[229, 231, 545]"
582c7ca5-5d84-4d6b-beee-002d0a2a81a1,[],"[186, 75, 707, 74, 233]"
582dbcfd-de40-4c9a-b2d1-00b20a2a81a1,[],"[565, 596, 729, 514, 574]"
582dbde4-fb4c-4dee-b020-00b10a2a81a1,[],"[245, 757, 117, 263, 533]"
582e5e95-0ea0-4b28-87c3-002d0a2a81a1,[],"[855, 847, 851, 620, 312]"
582f3a11-f064-4aa9-b585-002c0a2a31f1,[],"[628, 266, 458, 48, 581]"
58316c39-b0a4-4afe-9dc9-00460a2a31f1,[673],"[662, 56, 864, 2]"
5835a540-b0c4-46a0-9a48-00460a2a31f1,"[606, 601, 131, 596]",[782]
5837def0-deec-4f91-809e-01040a2a31f1,[],"[708, 221, 851, 436, 93]"
583987d4-f8f4-46e9-b1e7-00470a2a31f1,[83],"[461, 101, 88, 100]"
583c2664-b03c-4ed9-afb8-01040a2a31f1,[],"[208, 250, 554, 308, 178]"
583c288f-d2ec-465b-b192-00c60a2a31f1,[],"[423, 268, 437, 587, 122]"
